Scenario,Pattern,Text Length,Algorithm,Matches,Build Time (ms),Match Time (ms),Total Time (ms),Memory Used (KB),Structure Nodes,Structure Size (KB)
Prefilter - Subject-Verb Patterns,(I|You|He|She|It|We|They) (was|were|had|been|said|made|came|went),51200,min-DFA (with prefilter),6,4.184,1.918,6.102,1363616.00,73,0.72
Prefilter - Common Words Repeated,(the|and|that|with|from)(.*)(the|and|that|with|from),51200,NFA,417,0.226,146.722,146.948,160224.00,92,2.06
Prefilter - Common Words Repeated,(the|and|that|with|from)(.*)(the|and|that|with|from),51200,NFA+DFA-cache,417,0.219,160.997,161.216,162280.00,92,2.06
Prefilter - Common Words Repeated,(the|and|that|with|from)(.*)(the|and|that|with|from),51200,DFA,417,1.203,3.190,4.393,853776.00,34,1.38
Prefilter - Common Words Repeated,(the|and|that|with|from)(.*)(the|and|that|with|from),51200,min-DFA,417,2.192,2.988,5.179,1174160.00,27,1.05
Prefilter - Common Words Repeated,(the|and|that|with|from)(.*)(the|and|that|with|from),51200,NFA (with prefilter),417,0.259,133.642,133.901,190000.00,109,2.16
Prefilter - Common Words Repeated,(the|and|that|with|from)(.*)(the|and|that|with|from),51200,NFA+DFA-cache (with prefilter),417,0.257,147.648,147.905,190000.00,109,2.16
Prefilter - Common Words Repeated,(the|and|that|with|from)(.*)(the|and|that|with|from),51200,DFA (with prefilter),417,1.216,4.767,5.983,881520.00,51,1.47
Prefilter - Common Words Repeated,(the|and|that|with|from)(.*)(the|and|that|with|from),51200,min-DFA (with prefilter),417,2.365,3.128,5.493,1210400.00,44,1.14
Prefilter - URL-like Patterns,(www\.)*(.*)\.(com|org|net|edu),51200,NFA,1,0.111,1147.358,1147.468,68000.00,46,1.04
Prefilter - URL-like Patterns,(www\.)*(.*)\.(com|org|net|edu),51200,NFA+DFA-cache,1,0.113,187.134,187.248,68000.00,46,1.04
Prefilter - URL-like Patterns,(www\.)*(.*)\.(com|org|net|edu),51200,DFA,1,0.527,64.705,65.232,285792.00,19,0.69
Prefilter - URL-like Patterns,(www\.)*(.*)\.(com|org|net|edu),51200,min-DFA,1,1.145,62.342,63.487,522240.00,16,0.59
Prefilter - URL-like Patterns,(www\.)*(.*)\.(com|org|net|edu),51200,NFA (with prefilter),1,0.172,4.607,4.780,86768.00,60,1.13
Prefilter - URL-like Patterns,(www\.)*(.*)\.(com|org|net|edu),51200,NFA+DFA-cache (with prefilter),1,0.185,1.355,1.541,82568.00,60,1.13
Prefilter - URL-like Patterns,(www\.)*(.*)\.(com|org|net|edu),51200,DFA (with prefilter),1,0.595,0.998,1.593,313256.00,33,0.78
Prefilter - URL-like Patterns,(www\.)*(.*)\.(com|org|net|edu),51200,min-DFA (with prefilter),1,1.205,3.496,4.701,541008.00,30,0.68
Prefilter - Code Keywords,(function|class|const|return|import),51200,Aho-Corasick,10,0.032,5.383,5.415,19656.00,30,0.11
Prefilter - Code Keywords,(function|class|const|return|import),51200,NFA,10,0.184,110.325,110.509,115768.00,68,1.49
Prefilter - Code Keywords,(function|class|const|return|import),51200,NFA+DFA-cache,10,0.186,113.608,113.795,115768.00,68,1.49
Prefilter - Code Keywords,(function|class|const|return|import),51200,DFA,10,0.326,2.690,3.016,210192.00,30,0.53
Prefilter - Code Keywords,(function|class|const|return|import),51200,min-DFA,10,1.340,2.565,3.905,503536.00,24,0.44
Prefilter - Code Keywords,(function|class|const|return|import),51200,NFA (with prefilter),10,0.272,4.831,5.103,145840.00,98,1.60
Prefilter - Code Keywords,(function|class|const|return|import),51200,NFA+DFA-cache (with prefilter),10,0.250,3.051,3.301,145448.00,98,1.60
Prefilter - Code Keywords,(function|class|const|return|import),51200,DFA (with prefilter),10,0.432,3.962,4.394,240352.00,60,0.64
Prefilter - Code Keywords,(function|class|const|return|import),51200,min-DFA (with prefilter),10,1.393,1.067,2.460,533232.00,54,0.55
Prefilter - Article-Noun Patterns,(the|a|an) (cat|dog|bird|fish|tree|house|car),51200,NFA,2,0.181,72.526,72.706,147032.00,82,1.83
Prefilter - Article-Noun Patterns,(the|a|an) (cat|dog|bird|fish|tree|house|car),51200,NFA+DFA-cache,2,0.171,112.729,112.900,142864.00,82,1.83
Prefilter - Article-Noun Patterns,(the|a|an) (cat|dog|bird|fish|tree|house|car),51200,DFA,2,0.486,2.889,3.375,263520.00,31,0.57
Prefilter - Article-Noun Patterns,(the|a|an) (cat|dog|bird|fish|tree|house|car),51200,min-DFA,2,1.517,2.587,4.104,593304.00,23,0.45
Prefilter - Article-Noun Patterns,(the|a|an) (cat|dog|bird|fish|tree|house|car),51200,NFA (with prefilter),2,0.298,70.495,70.793,186792.00,113,1.96
Prefilter - Article-Noun Patterns,(the|a|an) (cat|dog|bird|fish|tree|house|car),51200,NFA+DFA-cache (with prefilter),2,0.266,110.532,110.798,182232.00,113,1.96
Prefilter - Article-Noun Patterns,(the|a|an) (cat|dog|bird|fish|tree|house|car),51200,DFA (with prefilter),2,0.527,3.965,4.493,303304.00,62,0.70
Prefilter - Article-Noun Patterns,(the|a|an) (cat|dog|bird|fish|tree|house|car),51200,min-DFA (with prefilter),2,1.611,2.918,4.529,632728.00,54,0.58
Edge Case - No Matches,xyz,51200,KMP,0,0.000,0.259,0.259,880.00,,
Edge Case - No Matches,xyz,51200,Boyer-Moore,0,0.000,0.505,0.505,4592.00,,
Edge Case - No Matches,xyz,51200,NFA,0,0.044,28.898,28.942,8104.00,6,0.14
Edge Case - No Matches,xyz,51200,NFA+DFA-cache,0,0.041,28.035,28.075,8104.00,6,0.14
Edge Case - No Matches,xyz,51200,DFA,0,0.106,2.203,2.309,17592.00,4,0.10
Edge Case - No Matches,xyz,51200,min-DFA,0,0.186,2.233,2.420,33576.00,4,0.10
Edge Case - Many Matches,a,51200,KMP,2540,0.001,0.430,0.431,251560.00,,
Edge Case - Many Matches,a,51200,Boyer-Moore,2540,0.000,1.522,1.522,254320.00,,
Edge Case - Many Matches,a,51200,NFA,2540,0.038,29.907,29.946,3424.00,2,0.07
Edge Case - Many Matches,a,51200,NFA+DFA-cache,2540,0.020,29.693,29.714,2360.00,2,0.07
Edge Case - Many Matches,a,51200,DFA,2540,0.051,2.494,2.545,7168.00,2,0.07
Edge Case - Many Matches,a,51200,min-DFA,2540,0.089,2.482,2.571,13256.00,2,0.07
Edge Case - Universal Wildcard,.*,51200,NFA,925,0.037,50.250,50.287,5136.00,4,0.12
Edge Case - Universal Wildcard,.*,51200,NFA+DFA-cache,925,0.035,46.647,46.682,3952.00,4,0.12
Edge Case - Universal Wildcard,.*,51200,DFA,925,0.080,2.290,2.370,13032.00,2,0.09
Edge Case - Universal Wildcard,.*,51200,min-DFA,925,0.107,2.251,2.358,19176.00,1,0.07
Edge Case - DFA Exponential Blowup,(a|b)*a(a|b)(a|b)(a|b)(a|b)(a|b)(a|b)(a|b)(a|b)(a|b)(a|b)(a|b),51200,NFA,0,0.166,69.746,69.913,105536.00,76,1.75
Edge Case - DFA Exponential Blowup,(a|b)*a(a|b)(a|b)(a|b)(a|b)(a|b)(a|b)(a|b)(a|b)(a|b)(a|b)(a|b),51200,NFA+DFA-cache,0,0.127,118.281,118.408,104232.00,76,1.75
Edge Case - DFA Exponential Blowup,(a|b)*a(a|b)(a|b)(a|b)(a|b)(a|b)(a|b)(a|b)(a|b)(a|b)(a|b)(a|b),51200,NFA (with prefilter),0,0.189,71.009,71.198,129928.00,81,1.83
Edge Case - DFA Exponential Blowup,(a|b)*a(a|b)(a|b)(a|b)(a|b)(a|b)(a|b)(a|b)(a|b)(a|b)(a|b)(a|b),51200,NFA+DFA-cache (with prefilter),0,0.204,113.885,114.089,128232.00,81,1.83
Edge Case - Nested Alternations,((red|blue)|(green|yellow)),51200,NFA,29,0.107,81.951,82.058,58744.00,42,0.93
Edge Case - Nested Alternations,((red|blue)|(green|yellow)),51200,NFA+DFA-cache,29,0.089,122.230,122.319,56464.00,42,0.93
Edge Case - Nested Alternations,((red|blue)|(green|yellow)),51200,DFA,29,0.259,2.487,2.746,120912.00,19,0.34
Edge Case - Nested Alternations,((red|blue)|(green|yellow)),51200,min-DFA,29,0.698,2.406,3.104,278408.00,16,0.30
Edge Case - Nested Alternations,((red|blue)|(green|yellow)),51200,NFA (with prefilter),29,0.153,5.680,5.833,79640.00,61,1.02
Edge Case - Nested Alternations,((red|blue)|(green|yellow)),51200,NFA+DFA-cache (with prefilter),29,0.137,5.183,5.320,76864.00,61,1.02
Edge Case - Nested Alternations,((red|blue)|(green|yellow)),51200,DFA (with prefilter),29,0.254,1.004,1.259,141312.00,38,0.44
Edge Case - Nested Alternations,((red|blue)|(green|yellow)),51200,min-DFA (with prefilter),29,0.762,3.823,4.585,299160.00,35,0.39
Performance - Sparse Matches,(rare|uncommon|infrequent),51200,Aho-Corasick,1,0.038,5.650,5.688,15184.00,23,0.09
Performance - Sparse Matches,(rare|uncommon|infrequent),51200,NFA,1,0.166,66.997,67.163,73368.00,48,1.05
Performance - Sparse Matches,(rare|uncommon|infrequent),51200,NFA+DFA-cache,1,0.103,114.297,114.400,69680.00,48,1.05
Performance - Sparse Matches,(rare|uncommon|infrequent),51200,DFA,1,0.288,2.631,2.918,144656.00,23,0.41
Performance - Sparse Matches,(rare|uncommon|infrequent),51200,min-DFA,1,0.876,2.509,3.385,354736.00,21,0.38
Performance - Sparse Matches,(rare|uncommon|infrequent),51200,NFA (with prefilter),1,0.232,4.117,4.349,95552.00,71,1.14
Performance - Sparse Matches,(rare|uncommon|infrequent),51200,NFA+DFA-cache (with prefilter),1,0.171,1.369,1.541,91472.00,71,1.14
Performance - Sparse Matches,(rare|uncommon|infrequent),51200,DFA (with prefilter),1,0.285,4.002,4.287,166840.00,46,0.50
Performance - Sparse Matches,(rare|uncommon|infrequent),51200,min-DFA (with prefilter),1,0.981,1.148,2.129,376544.00,44,0.47
Performance - Dense Matches,(a|e|i|o|u),51200,Aho-Corasick,14020,0.029,8.634,8.663,5144.00,6,0.08
Performance - Dense Matches,(a|e|i|o|u),51200,NFA,14020,0.066,117.173,117.239,19520.00,18,0.42
Performance - Dense Matches,(a|e|i|o|u),51200,NFA+DFA-cache,14020,0.056,137.730,137.785,19520.00,18,0.42
Performance - Dense Matches,(a|e|i|o|u),51200,DFA,14020,0.144,5.372,5.516,45936.00,6,0.14
Performance - Dense Matches,(a|e|i|o|u),51200,min-DFA,14020,0.198,3.422,3.620,58824.00,2,0.10
Performance - Alternation vs Star,(abc|abd|abe)*,51200,NFA,50272,0.111,89.678,89.789,31832.00,24,0.54
Performance - Alternation vs Star,(abc|abd|abe)*,51200,NFA+DFA-cache,50272,0.083,148.323,148.406,30168.00,24,0.54
Performance - Alternation vs Star,(abc|abd|abe)*,51200,DFA,50272,0.194,5.764,5.958,66592.00,6,0.15
Performance - Alternation vs Star,(abc|abd|abe)*,51200,min-DFA,50272,0.281,6.027,6.308,88880.00,3,0.10
